 , Total Packets:,Packets/s:,Throughput (mbps):,Packets Lost:,
 , 0 , 0 , 0.0 , 0 , 
 , 60513 , 33111 , 26.48936 , 0 , 
 , 94908 , 34501 , 27.601176 , 0 , 
 , 131353 , 36329 , 29.063344 , 772 , 
 , 168194 , 36809 , 29.447472 , 772 , 
 , 206371 , 38310 , 30.64816 , 772 , 
 , 245143 , 38787 , 31.030383999999998 , 772 , 
 , 283562 , 38370 , 30.696208 , 772 , 
 , 322508 , 39028 , 31.222424 , 1181 , 
 , 360629 , 38090 , 30.472208 , 1181 , 
 , 400097 , 39387 , 31.509672 , 1181 , 
 , 440094 , 39429 , 31.54328 , 1181 , 
 , 479073 , 39000 , 31.200104 , 1181 , 
 , 518232 , 39153 , 31.323 , 1181 , 
 , 557148 , 38915 , 31.132736 , 1181 , 
 , 596000 , 38840 , 31.072648 , 1181 , 
 , 635372 , 38767 , 31.013968000000002 , 1383 , 
 , 674288 , 38929 , 31.143912 , 1383 , 
 , 712847 , 38569 , 30.85528 , 1383 , 
 , 751443 , 38587 , 30.869664 , 1383 , 
 , 790887 , 39463 , 31.570696 , 1383 , 
 , 828463 , 37565 , 30.052352 , 1383 , 
 , 867931 , 39422 , 31.53784 , 1383 , 
 , 907351 , 39354 , 31.483736 , 1383 , 
 , 946882 , 39596 , 31.677352 , 1383 , 
 , 986083 , 39198 , 31.359104 , 1383 , 
 , 1024622 , 38539 , 30.831384 , 1383 , 
 , 1063841 , 39089 , 31.27156 , 1383 , 
 , 1102375 , 38624 , 30.899968 , 1793 , 
 , 1141552 , 39082 , 31.265743999999998 , 1793 , 
 , 1180331 , 38775 , 31.020344 , 1793 , 
 , 1219788 , 39438 , 31.550928 , 1793 , 
 , 1259175 , 39541 , 31.633344 , 1793 , 
 , 1297183 , 37286 , 29.829 , 3950 , 
 , 1336870 , 39821 , 31.857464 , 3950 , 
 , 1376663 , 39793 , 31.835096 , 3950 , 
 , 1416296 , 39631 , 31.705256000000002 , 3950 , 
 , 1454508 , 38133 , 30.506687999999997 , 3950 , 
 , 1492239 , 37759 , 30.207424 , 3950 , 
 , 1530249 , 37971 , 30.377072000000002 , 3950 , 
 , 1568298 , 38019 , 30.415808000000002 , 3950 , 
 , 1606624 , 38101 , 30.481264 , 3950 , 
 , 1645902 , 39533 , 31.626544000000003 , 3950 , 
 , 1685447 , 39642 , 31.713632 , 3950 , 
 , 1724936 , 39489 , 31.591824 , 3950 , 
 , 1764642 , 39708 , 31.766544000000003 , 3950 , 
 , 1804216 , 39572 , 31.657736 , 3950 , 
 , 1843159 , 39028 , 31.222864 , 3950 , 
 , 1882894 , 39031 , 31.224888 , 4086 , 
 , 1922570 , 39632 , 31.706392 , 4086 , 
 , 1962037 , 38833 , 31.06668 , 4086 , 
 , 2001079 , 39096 , 31.277223999999997 , 4812 , 
 , 2040588 , 39393 , 31.51448 , 4967 , 
 , 2079204 , 38615 , 30.89224 , 4967 , 
 , 2118885 , 38912 , 31.13016 , 5335 , 
 , 2158442 , 39806 , 31.844815999999998 , 5671 , 
 , 2197080 , 38642 , 30.913824 , 5671 , 
 , 2235591 , 38547 , 30.838368 , 5671 , 
 , 2274062 , 38510 , 30.808008 , 5671 , 
 , 2306640 , 32538 , 26.030664 , 5671 , 
 , 2343093 , 36539 , 29.231824 , 5671 , 
 , 2381554 , 38220 , 30.576776000000002 , 5671 , 
 , 2418905 , 36762 , 29.410288 , 5671 , 
 , 2456875 , 31223 , 24.979152 , 13262 , 
 , 2494249 , 36659 , 29.327455999999998 , 15042 , 
 , 2533029 , 38951 , 31.161416000000003 , 15042 , 
 , 2571181 , 37580 , 30.06464 , 15085 , 
 , 2610763 , 39233 , 31.387128 , 15360 , 
 , 2651149 , 39101 , 31.280904 , 15626 , 
 , 2685304 , 34572 , 27.657936000000003 , 18822 , 
 , 2722933 , 37633 , 30.106504 , 18967 , 
 , 2762098 , 39201 , 31.361472000000003 , 18967 , 
 , 2801421 , 39292 , 31.434256 , 18967 , 
 , 2840266 , 37088 , 29.671096000000002 , 20444 , 
 , 2875827 , 35385 , 28.308383999999997 , 20444 , 
 , 2913491 , 37680 , 30.14452 , 20444 , 
 , 2952059 , 37954 , 30.36384 , 20444 , 
 , 2984685 , 32585 , 26.068344 , 20444 , 
 , 3022510 , 37828 , 30.263144 , 20444 , 
 , 3060458 , 37948 , 30.358400000000003 , 20444 , 
 , 3097605 , 37148 , 29.71864 , 20444 , 
 , 3136452 , 38837 , 31.06964 , 20444 , 
 , 3172044 , 35589 , 28.471488 , 20444 , 
 , 3204472 , 31832 , 25.465632000000003 , 20444 , 
 , 3242398 , 38186 , 30.54908 , 20444 , 
 , 3280889 , 38355 , 30.684511999999998 , 20444 , 
 , 3320129 , 39346 , 31.477392 , 20444 , 
 , 3358785 , 38663 , 30.931072 , 20444 , 
 , 3397854 , 39120 , 31.296008 , 20570 , 
 , 3437806 , 39314 , 31.451888 , 20570 , 
 , 3475558 , 37710 , 30.168528 , 21922 , 
 , 3514720 , 39202 , 31.362216 , 21922 , 
 , 3554147 , 39450 , 31.560216 , 21922 , 
 , 3593612 , 39443 , 31.554896 , 21922 , 
 , 3632799 , 39208 , 31.366848 , 21922 , 
 , 3672019 , 39222 , 31.377944 , 21922 , 
 , 3711403 , 39358 , 31.486919999999998 , 21922 , 
 , 3750489 , 39108 , 31.287008 , 21922 , 
 , 3789674 , 39154 , 31.323592 , 21922 , 
 , 3828646 , 38986 , 31.189263999999998 , 21922 , 
 , 3866517 , 37886 , 30.30956 , 21922 , 
 , 3903179 , 36657 , 29.325727999999998 , 21922 , 
 , 3941901 , 38725 , 30.98032 , 21922 , 
 , 3978631 , 36673 , 29.338815999999998 , 21922 , 
 , 4017220 , 38648 , 30.919184 , 21922 , 
 , 4056538 , 39318 , 31.454648000000002 , 21922 , 
 , 4095901 , 39361 , 31.48948 , 21922 , 
 , 4135016 , 39082 , 31.266016 , 21922 , 
 , 4174700 , 39103 , 31.28308 , 22030 , 
 , 4212861 , 38126 , 30.501223999999997 , 23271 , 
 , 4252155 , 39318 , 31.454664 , 23271 , 
 , 4290346 , 37740 , 30.192031999999998 , 24623 , 
 , 4313682 , 23446 , 18.7572 , 40519 , 
 , 4352932 , 34954 , 27.963256 , 45717 , 
 , 4389410 , 36248 , 28.999176 , 47908 , 
 , 4426804 , 37823 , 30.259064 , 48452 , 
 , 4464479 , 37692 , 30.154288 , 48452 , 
 , 4501044 , 36002 , 28.802135999999997 , 48452 , 
 , 4539166 , 37518 , 30.014568 , 48452 , 
 , 4577061 , 37263 , 29.810496 , 48452 , 
 , 4614868 , 37857 , 30.2856 , 48452 , 
 , 4653759 , 38829 , 31.063808 , 48452 , 
 , 4693088 , 39391 , 31.512919999999998 , 48452 , 
 , 4732585 , 39496 , 31.597536 , 48452 , 
 , 4772057 , 39470 , 31.576144 , 48452 , 
 , 4812200 , 39510 , 31.608752 , 48452 , 
 , 4850738 , 38543 , 30.83484 , 48452 , 
 , 4889056 , 38316 , 30.653112 , 48452 , 
 , 4928259 , 39203 , 31.3624 , 48603 , 
 , 4966177 , 37918 , 30.334792 , 48603 , 
 , 5005403 , 39227 , 31.381704000000003 , 48603 , 
 , 5044782 , 39374 , 31.499288 , 48603 , 
 , 5084211 , 39426 , 31.541552 , 48603 , 
 , 5122917 , 38708 , 30.967024000000002 , 48603 , 
 , 5162316 , 39430 , 31.544272 , 48603 , 
 , 5202448 , 39501 , 31.600864 , 48603 , 
 , 5241162 , 38704 , 30.963704 , 48603 , 
 , 5279704 , 38521 , 30.81748 , 48603 , 
 , 5318913 , 39231 , 31.384864 , 48603 , 
 , 5358374 , 39381 , 31.505408 , 48603 , 
 , 5397934 , 39455 , 31.564728 , 48603 , 
 , 5437273 , 39534 , 31.627848 , 48603 , 
 , 5476561 , 39196 , 31.357048 , 48603 , 
 , 5515461 , 38955 , 31.164776000000003 , 48603 , 
 , 5553836 , 38332 , 30.665776 , 48603 , 
 , 5592841 , 39048 , 31.238984000000002 , 48603 , 
 , 5632093 , 39253 , 31.403136 , 48603 , 
 , 5670982 , 38913 , 31.130712 , 48603 , 
 , 5711103 , 39409 , 31.527408 , 48737 , 
 , 5750330 , 39285 , 31.428552 , 48737 , 
 , 5789565 , 39231 , 31.385424 , 48737 , 
 , 5828356 , 38791 , 31.033136 , 48737 , 
 , 5867496 , 39139 , 31.311592 , 48737 , 
 , 5906775 , 39274 , 31.419455999999997 , 48737 , 
 , 5946127 , 39351 , 31.48144 , 48737 , 
 , 5985586 , 39458 , 31.566656 , 48737 , 
 , 6023773 , 38208 , 30.566896 , 48737 , 
 , 6061488 , 37716 , 30.173384 , 48737 , 
 , 6099478 , 37970 , 30.376112000000003 , 48737 , 
 , 6137418 , 37858 , 30.287119999999998 , 48737 , 
 , 6175304 , 37966 , 30.372824 , 48737 , 
 , 6214415 , 39110 , 31.28864 , 48737 , 
 , 6253807 , 39404 , 31.523495999999998 , 48737 , 
 , 6293262 , 39420 , 31.536752 , 48737 , 
 , 6332666 , 39438 , 31.550736 , 48737 , 
 , 6371870 , 39193 , 31.354576 , 48737 , 
 , 6412754 , 39274 , 31.419592 , 48737 , 
 , 6451580 , 39175 , 31.340728 , 48737 , 
 , 6490746 , 39228 , 31.382944 , 48761 , 
 , 6530166 , 39370 , 31.496752 , 48761 , 
 , 6569637 , 39507 , 31.605624 , 48761 , 
 , 6609153 , 39516 , 31.612984 , 48761 , 
 , 6648690 , 39373 , 31.498872 , 48761 , 
 , 6687891 , 39404 , 31.523584 , 48761 , 
 , 6728127 , 39525 , 31.620383999999998 , 48761 , 
 , 6764668 , 29765 , 23.812632 , 55641 , 
 , 6803811 , 37956 , 30.365152 , 60765 , 
 , 6842394 , 38239 , 30.591712 , 62898 , 
 , 6878190 , 35931 , 28.745312000000002 , 66276 , 
 , 6914673 , 33583 , 26.866968 , 72351 , 
 , 6953600 , 39244 , 31.395400000000002 , 72519 , 
 , 6992773 , 39208 , 31.366968 , 72841 , 
 , 7032668 , 39158 , 31.3268 , 73095 , 
 , 7072370 , 39542 , 31.634112000000002 , 73095 , 
 , 7111279 , 39124 , 31.299248 , 73381 , 
 , 7150689 , 39399 , 31.519295999999997 , 73381 , 
 , 7190216 , 39549 , 31.63944 , 73381 , 
 , 7227819 , 37154 , 29.723488 , 75612 , 
 , 7266722 , 39368 , 31.494888 , 75682 , 
 , 7305962 , 39240 , 31.392152 , 75948 , 
 , 7346560 , 39430 , 31.544672 , 76090 , 
 , 7386189 , 39539 , 31.63196 , 76105 , 
 , 7425288 , 39114 , 31.291584 , 76261 , 
 , 7464800 , 39533 , 31.62652 , 76261 , 
 , 7504256 , 39445 , 31.556151999999997 , 76261 , 
 , 7541846 , 37647 , 30.1182 , 77786 , 
 , 7579226 , 37332 , 29.865944 , 78109 , 
 , 7616631 , 37425 , 29.940103999999998 , 78526 , 
 , 7655114 , 37857 , 30.285888 , 78814 , 
 , 7692897 , 37783 , 30.226544 , 79030 , 
 , 7730848 , 38003 , 30.40248 , 79209 , 
 , 7770064 , 39228 , 31.382776000000003 , 79209 , 
 , 7802450 , 32243 , 25.794576 , 79209 , 
 , 7841670 , 39294 , 31.435783999999998 , 79209 , 
 , 7881172 , 39458 , 31.567064 , 79209 , 
 , 7920581 , 39390 , 31.512672 , 79209 , 
 , 7959879 , 39290 , 31.432488000000003 , 79209 , 
 , 7998718 , 38823 , 31.05868 , 79478 , 
 , 8038159 , 39475 , 31.580368 , 79478 , 
 , 8077250 , 39071 , 31.257072 , 79699 , 
 , 8117338 , 39768 , 31.814544 , 79699 , 
 , 8155803 , 38776 , 31.021279999999997 , 79699 , 
 , 8195574 , 39147 , 31.318208 , 79699 , 
 , 8234957 , 39378 , 31.503151999999996 , 79699 , 
 , 8273813 , 38887 , 31.110152 , 79699 , 
 , 8313189 , 39320 , 31.456784 , 79718 , 
 , 8352281 , 39116 , 31.293592 , 79718 , 
 , 8391518 , 39238 , 31.390439999999998 , 79718 , 
 , 8430885 , 39367 , 31.49432 , 79718 , 
 , 8470459 , 39568 , 31.655144 , 79718 , 
 , 8509858 , 39472 , 31.578184 , 79718 , 
 , 8549362 , 39505 , 31.604048 , 79718 , 
 , 8572852 , 23427 , 18.741616 , 79718 , 
 , 8597672 , 24593 , 19.675159999999998 , 79718 , 
 , 8636218 , 38528 , 30.822928 , 79718 , 
 , 8675491 , 39289 , 31.431408 , 79718 , 
 , 8706528 , 30587 , 24.469864 , 79718 , 
 , 8722848 , 16075 , 12.860456000000001 , 79718 , 
 , 8745732 , 22714 , 18.171472 , 79718 , 
 , 8766425 , 20386 , 16.309296 , 79718 , 
 , 8784269 , 17782 , 14.225792 , 79718 , 
 , 8804611 , 20199 , 16.159944 , 79718 , 
 , 8827809 , 22766 , 18.213112000000002 , 79718 , 
 , 8846782 , 18940 , 15.152592 , 79718 , 
 , 8866394 , 19109 , 15.287624 , 79718 , 
 , 8887817 , 21466 , 17.173256000000002 , 79718 , 
 , 8922175 , 34401 , 27.521296 , 79718 , 
 , 8959312 , 37157 , 29.726063999999997 , 79718 , 
 , 8996954 , 37050 , 29.640040000000003 , 79718 , 
 , 9034770 , 37222 , 29.778312000000003 , 79718 , 
 , 9072920 , 38152 , 30.5218 , 79718 , 
 , 9111103 , 37555 , 30.044439999999998 , 79718 , 
 , 9149991 , 38914 , 31.131784 , 79718 , 
 , 9189953 , 38642 , 30.913856 , 80271 , 
 , 9230839 , 37070 , 29.656352 , 82864 , 
 , 9268243 , 29645 , 23.7164 , 95271 , 
 , 9302043 , 25050 , 20.040288 , 114004 , 
 , 9336806 , 22856 , 18.285135999999998 , 138257 , 
 , 9372850 , 35684 , 28.547888 , 142241 , 
 , 9412926 , 39291 , 31.433536 , 142296 , 
 , 9450174 , 37339 , 29.871792000000003 , 142653 , 
 , 9488879 , 38571 , 30.85732 , 142653 , 
 , 9524910 , 36156 , 28.92508 , 142653 , 
 , 9564000 , 38954 , 31.163792 , 142653 , 
 , 9601985 , 38133 , 30.506696 , 142653 , 
 , 9640710 , 38682 , 30.946016 , 142653 , 
 , 9676794 , 36178 , 28.942416 , 142653 , 
 , 9696573 , 19550 , 15.640728 , 142653 , 
 , 9722515 , 25193 , 20.155047999999997 , 142653 , 
 , 9749027 , 26812 , 21.450272000000002 , 142653 , 
 , 9776819 , 27778 , 22.22264 , 142653 , 
 , 9815044 , 36378 , 29.103104 , 142653 , 
 , 9842129 , 26825 , 21.46056 , 143021 , 
 , 9856999 , 14836 , 11.869584000000001 , 143021 , 
 , 9865080 , 8042 , 6.434288 , 143021 , 
 , 9872434 , 7327 , 5.861648 , 143021 , 
 , 9879766 , 7293 , 5.83496 , 143021 , 
 , 9886545 , 6699 , 5.3592640000000005 , 143021 , 
 , 9900723 , 14041 , 11.233343999999999 , 143021 , 
 , 9912973 , 11249 , 8.999376 , 143021 , 
 , 9923172 , 10197 , 8.157952 , 143021 , 
 , 9930874 , 7670 , 6.136336 , 143021 , 
