 , Total Packets:,Packets/s:,Throughput (mbps):,Packets Lost:,
 ,0,0,0,0, 
 ,4020,3961,3.169312,0, 
 ,8620,4548,3.639064,0, 
 ,15069,6438,5.150736,0, 
 ,19670,4513,3.610592,0, 
 ,27410,7694,6.155944,0, 
 ,32538,5137,4.109864,0, 
 ,41540,8947,7.15768,0, 
 ,49138,7502,6.001632,0, 
 ,58869,9728,7.782928,0, 
 ,67819,8800,7.040016,0, 
 ,77319,9513,7.61112,0, 
 ,86449,9139,7.311264,0, 
 ,96149,9693,7.754832,0, 
 ,105459,9315,7.452336,0, 
 ,114549,9085,7.268008,0, 
 ,124039,9492,7.594048,0, 
 ,133789,9750,7.800768,0, 
 ,143529,9725,7.780632,0, 
 ,153359,9674,7.73944,0, 
 ,163089,9741,7.793384,0, 
 ,170120,6921,5.537056,0, 
 ,174878,4764,3.8112,0, 
 ,184980,9957,7.966168,0, 
 ,192849,7850,6.2802,0, 
 ,200038,7183,5.746792,0, 
 ,210709,10666,8.533504,0, 
 ,219989,9279,7.423808,0, 
 ,224928,4930,3.944024,0, 
 ,232559,7651,6.120848,0, 
 ,242619,10050,8.040016,0, 
 ,252429,9809,7.847456,0, 
 ,258938,6459,5.167616,0, 
 ,265700,6780,5.424352,0, 
 ,272530,6772,5.4178,0, 
 ,280098,7275,5.820576,0, 
 ,287968,7942,6.354296,0, 
 ,295689,7716,6.173168,0, 
 ,304448,8768,7.014944,0, 
 ,312088,7619,6.09544,0, 
 ,317310,5202,4.162048,0, 
 ,319860,2537,2.030184,0, 
 ,323610,3696,2.956968,0, 
 ,329740,6089,4.87176,0, 
 ,338919,9186,7.349328,0, 
 ,343648,4656,3.725192,0, 
 ,351910,8188,6.551176,0, 
 ,356100,4177,3.34164,0, 
 ,366470,9252,7.402192,0, 
 ,371210,4729,3.783696,0, 
 ,374370,3122,2.497912,0, 
 ,382400,7927,6.34236,0, 
 ,391699,9144,7.315304,0, 
 ,399499,6398,5.118504,0, 
 ,403119,3614,2.891936,0, 
 ,409610,6490,5.192376,0, 
 ,419600,9833,7.866608,0, 
 ,428950,9352,7.482352,0, 
 ,436500,7477,5.981632,0, 
 ,446220,9576,7.661384,0, 
 ,454850,8630,6.904048,0, 
 ,464079,9195,7.35608,0, 
 ,469649,4608,3.686672,0, 
 ,473490,2685,2.148584,0, 
 ,483600,9345,7.476712,0, 
 ,488839,5079,4.063504,0, 
 ,492299,3395,2.716232,0, 
 ,495729,3444,2.7558,0, 
 ,504410,8653,6.923032,0, 
 ,514729,10360,8.288768,0, 
 ,523569,8837,7.069864,0, 
 ,528048,4440,3.55208,0, 
 ,537420,9261,7.4094,0, 
 ,545780,8339,6.671312,0, 
 ,556390,10438,8.350456,0, 
 ,566340,9810,7.848032,0, 
 ,573290,6651,5.32148,0, 
 ,584410,6870,5.496632,0, 
 ,591849,6587,5.269632,0, 
 ,595839,3728,2.982952,0, 
 ,599379,3306,2.645144,0, 
 ,603499,3872,3.097776,0, 
 ,607409,3931,3.14488,0, 
 ,615930,8583,6.866744,0, 
 ,625660,9703,7.763024,0, 
 ,634268,8538,6.830952,0, 
 ,645130,10861,8.68948,0, 
 ,651750,6579,5.26324,0, 
 ,659730,7930,6.344792,0, 
 ,667360,7634,6.107232,0, 
 ,675148,7725,6.180648,0, 
 ,681810,6593,5.275048,0, 
 ,690350,8536,6.829,0, 
 ,698460,8113,6.490624,0, 
 ,706750,8290,6.632056,0, 
 ,714709,7958,6.366512,0, 
 ,722930,8179,6.543944,0, 
 ,729770,6787,5.430192,0, 
 ,738040,8257,6.60636,0, 
 ,745580,7544,6.035408,0, 
 ,754120,8453,6.762888,0, 
 ,760209,6071,4.857184,0, 
 ,771030,10822,8.658104,0, 
 ,781340,10311,8.249232,0, 
 ,785870,4488,3.590888,0, 
 ,789069,3166,2.533152,0, 
 ,798840,9766,7.812984,0, 
 ,808240,9406,7.52484,0, 
 ,818079,9684,7.74776,0, 
 ,827769,9688,7.750824,0, 
