 , Total Packets:,Packets/s:,Throughput (mbps):,Packets Lost:,
 , 0 , 0 , 0.0 , 0 , 
 , 43883 , 26759 , 21.407664 , 146816 , 
 , 74056 , 26527 , 21.222136 , 216517 , 
 , 105645 , 27864 , 22.291824000000002 , 296438 , 
 , 135944 , 26918 , 21.534448 , 377610 , 
 , 167622 , 28427 , 22.742008000000002 , 458051 , 
 , 198611 , 28000 , 22.400136 , 537381 , 
 , 229746 , 27669 , 22.135952 , 619396 , 
 , 261184 , 28289 , 22.631448 , 695200 , 
 , 291513 , 27608 , 22.087063999999998 , 774178 , 
 , 321453 , 26967 , 21.57412 , 853439 , 
 , 350972 , 26675 , 21.340104 , 932969 , 
 , 382502 , 28068 , 22.455024 , 1012411 , 
 , 414212 , 28699 , 22.959728 , 1085281 , 
 , 446012 , 28778 , 23.023056 , 1164063 , 
 , 477661 , 28580 , 22.864256 , 1243822 , 
 , 509309 , 28666 , 22.933224 , 1323136 , 
 , 541469 , 28926 , 23.141248 , 1401871 , 
 , 573839 , 29088 , 23.270544 , 1479957 , 
 , 604739 , 27836 , 22.269504 , 1560285 , 
 , 635787 , 28321 , 22.657192 , 1639186 , 
 , 667647 , 28909 , 23.127848 , 1719052 , 
 , 698036 , 27832 , 22.266080000000002 , 1797096 , 
 , 728845 , 28158 , 22.526688 , 1875698 , 
 , 759353 , 27714 , 22.171248 , 1954084 , 
 , 790853 , 28312 , 22.649624 , 2034389 , 
 , 823036 , 28846 , 23.077583999999998 , 2110874 , 
 , 854896 , 28721 , 22.976896 , 2185025 , 
 , 886123 , 28017 , 22.414184000000002 , 2260886 , 
 , 917741 , 28255 , 22.604584 , 2341176 , 
 , 948819 , 28006 , 22.404952 , 2421118 , 
 , 980138 , 28360 , 22.688512 , 2501817 , 
 , 1011967 , 28797 , 23.037903999999997 , 2580124 , 
 , 1042386 , 26587 , 21.269904 , 2664455 , 
 , 1073106 , 27821 , 22.256912 , 2745603 , 
 , 1104695 , 28293 , 22.635151999999998 , 2824115 , 
 , 1135295 , 27388 , 21.9108 , 2906112 , 
 , 1166615 , 28300 , 22.640568 , 2986758 , 
 , 1198535 , 28795 , 23.036304 , 3066749 , 
 , 1230815 , 28903 , 23.123103999999998 , 3147327 , 
 , 1261865 , 27984 , 22.387792 , 3225418 , 
 , 1293485 , 28502 , 22.802 , 3304686 , 
 , 1323664 , 27291 , 21.833416 , 3387373 , 
 , 1355374 , 28609 , 22.887288 , 3473495 , 
 , 1387563 , 27382 , 21.905728 , 3565289 , 
 , 1419483 , 28862 , 23.089728 , 3648141 , 
 , 1451253 , 28576 , 22.861312 , 3732668 , 
 , 1483053 , 28683 , 22.946472 , 3818006 , 
 , 1514519 , 28489 , 22.79176 , 3903918 , 
 , 1545359 , 28107 , 22.48604 , 3987358 , 
 , 1576259 , 28064 , 22.451207999999998 , 4071777 , 
 , 1607933 , 28517 , 22.813655999999998 , 4156727 , 
 , 1639823 , 28752 , 23.00224 , 4240804 , 
 , 1671527 , 28455 , 22.764248 , 4326580 , 
 , 1703703 , 28633 , 22.906568 , 4406979 , 
 , 1735201 , 28522 , 22.817671999999998 , 4492674 , 
 , 1767541 , 29106 , 23.284944 , 4577250 , 
 , 1799161 , 28204 , 22.563223999999998 , 4663062 , 
 , 1829821 , 27692 , 22.154336 , 4746866 , 
 , 1860991 , 27565 , 22.052712 , 4833439 , 
 , 1891770 , 27878 , 22.302792 , 4916259 , 
 , 1923270 , 28094 , 22.475656 , 4996236 , 
 , 1955218 , 28546 , 22.837063999999998 , 5078652 , 
 , 1987107 , 28409 , 22.727368 , 5165610 , 
 , 2019177 , 28994 , 23.195991999999997 , 5248967 , 
 , 2050646 , 28816 , 23.053008000000002 , 5332708 , 
 , 2082656 , 28476 , 22.781048 , 5417736 , 
 , 2114456 , 28996 , 23.197048 , 5500631 , 
 , 2147006 , 29330 , 23.46468 , 5586201 , 
 , 2179286 , 29229 , 23.383376000000002 , 5670946 , 
 , 2210575 , 28141 , 22.513408 , 5756419 , 
 , 2241953 , 28221 , 22.577104 , 5842622 , 
 , 2273333 , 28091 , 22.473072 , 5929295 , 
 , 2303573 , 27402 , 21.921992 , 6016495 , 
 , 2335103 , 28166 , 22.532936000000003 , 6103919 , 
 , 2367412 , 28845 , 23.076248 , 6190409 , 
